N,P,K,temperature,humidity,ph,rainfall,label
32.4,51.92,28.16,35.35,91.13,6.4,50.55,mungbean
22.77,54.65,21.27,33.68,90.17,7.45,44.7,mungbean
41.93,50.5,21.87,27.95,92.91,6.16,44.63,mungbean
24.45,42.09,20.03,27.92,92.46,6.12,36.98,mungbean
41.91,41.15,22.73,27.55,93.26,6.41,53.28,mungbean
26.01,46.32,15.46,33.15,87.97,6.17,55.19,mungbean
23.41,52.52,25.17,34.15,92.06,6.45,70.32,mungbean
37.38,46.01,24.01,26.45,88.74,5.98,70.34,mungbean
20.61,43.27,22.38,28.95,88.96,6.16,57.59,mungbean
30.37,53.4,23.36,27.1,85.29,7.43,42.53,mungbean
32.6,45.4,18.51,27.19,86.77,7.1,47.01,mungbean
32.59,51.43,16.28,25.15,92.89,6.73,78.81,mungbean
41.54,48.83,25.32,29.33,85.7,6.58,45.38,mungbean
32.37,45.75,20.97,31.72,86.36,6.51,67.36,mungbean
34.98,41.82,22.54,25.78,90.95,6.55,54.62,mungbean
40.13,49.8,19.56,29.99,87.06,6.73,78.23,mungbean
31.16,45.14,17.62,31.94,87.66,7.28,35.37,mungbean
28.27,51.85,17.27,27.85,87.49,7.43,47.88,mungbean
25.96,49.45,25.71,35.36,95.0,6.34,77.28,mungbean
35.93,48.62,26.47,34.83,91.5,6.86,59.06,mungbean
24.55,49.84,27.81,32.63,91.49,7.31,36.61,mungbean
32.72,46.83,25.62,25.78,92.11,7.22,68.35,mungbean
33.71,48.39,17.18,33.95,88.93,6.03,56.89,mungbean
44.25,48.3,26.01,32.72,94.79,7.42,59.63,mungbean
30.34,51.87,28.55,34.8,94.33,7.3,36.66,mungbean
40.83,51.8,16.64,27.3,89.16,6.09,58.87,mungbean
35.67,40.99,24.36,29.04,88.74,7.06,67.02,mungbean
37.77,39.36,26.39,32.62,91.87,6.05,48.97,mungbean
24.25,58.87,18.8,33.36,88.48,6.91,71.91,mungbean
20.85,53.37,25.92,25.98,87.97,6.28,68.56,mungbean
19.44,59.4,20.22,33.26,92.03,6.64,68.08,mungbean
32.19,50.25,25.92,29.71,92.47,6.94,42.03,mungbean
21.17,39.92,28.53,31.86,89.35,6.04,76.55,mungbean
21.19,48.89,18.28,31.15,91.44,6.61,33.18,mungbean
24.75,58.4,27.41,25.78,91.57,7.02,69.95,mungbean
45.45,56.96,23.72,33.94,86.75,6.26,53.91,mungbean
30.84,57.09,16.89,34.37,89.1,6.77,61.12,mungbean
21.35,52.39,27.3,32.47,94.39,6.66,40.95,mungbean
31.85,53.62,28.17,26.7,85.83,6.2,35.98,mungbean
40.9,43.42,22.97,26.8,91.91,6.28,75.95,mungbean
37.1,41.64,27.23,33.79,87.28,7.22,76.45,mungbean
37.42,40.43,26.89,25.44,94.48,6.46,76.26,mungbean
39.79,53.32,19.6,28.83,88.41,6.82,72.94,mungbean
31.36,52.82,28.71,28.92,93.78,6.04,43.61,mungbean
37.65,57.4,21.82,26.28,89.19,7.25,38.58,mungbean
43.29,49.3,16.1,28.47,91.3,6.93,78.41,mungbean
22.0,49.08,26.81,27.63,88.36,6.09,79.46,mungbean
21.27,47.95,22.01,32.8,89.49,6.23,38.05,mungbean
29.16,54.76,18.55,29.54,88.06,6.52,44.36,mungbean
36.36,55.75,16.26,26.03,94.13,7.17,56.31,mungbean
22.71,51.13,26.06,31.35,90.42,6.09,70.04,mungbean
34.49,53.05,22.31,28.01,91.1,7.07,31.25,mungbean
27.89,48.84,28.31,31.34,90.33,6.97,67.21,mungbean
20.67,60.14,15.83,30.9,86.18,6.84,49.57,mungbean
39.91,46.38,20.68,29.31,88.52,7.03,32.62,mungbean
42.96,52.45,18.41,31.96,89.4,6.4,29.65,mungbean
24.72,43.16,28.04,30.3,85.42,7.38,48.82,mungbean
33.52,43.13,28.89,25.86,89.02,6.31,28.64,mungbean
35.87,56.65,21.92,31.59,89.93,6.08,56.02,mungbean
42.9,56.48,26.21,26.6,88.71,7.5,41.55,mungbean
20.71,45.98,19.54,28.55,93.75,7.38,32.17,mungbean
34.6,41.82,22.93,33.41,85.8,7.44,31.25,mungbean
32.06,59.44,25.31,31.77,92.89,6.07,48.63,mungbean
30.28,50.81,28.39,31.09,86.44,6.67,40.99,mungbean
37.32,55.21,16.88,34.17,90.57,7.24,41.25,mungbean
45.23,50.46,17.28,28.3,89.02,6.29,63.06,mungbean
29.63,55.93,23.37,28.13,90.01,6.14,59.88,mungbean
36.03,53.03,23.46,33.86,94.11,7.19,51.74,mungbean
23.46,55.46,29.97,25.6,90.39,6.97,38.93,mungbean
31.85,48.49,27.39,29.2,86.08,6.01,65.13,mungbean
42.62,55.26,23.7,32.26,90.02,7.4,40.96,mungbean
31.68,53.15,26.01,26.52,93.43,6.71,76.48,mungbean
39.39,47.34,25.08,34.12,87.08,7.52,67.59,mungbean
26.89,45.87,28.35,33.01,89.53,6.56,58.98,mungbean
36.22,53.91,27.79,34.29,92.39,6.47,35.64,mungbean
30.95,47.26,25.21,33.92,94.32,7.24,68.48,mungbean
38.39,44.35,28.95,25.91,92.88,6.57,76.17,mungbean
40.39,41.48,15.75,29.84,91.87,7.08,53.72,mungbean
34.93,56.7,29.86,30.54,92.7,6.22,65.7,mungbean
43.44,53.86,18.27,32.35,91.7,7.04,72.87,mungbean
42.59,47.09,23.36,34.41,87.7,7.14,79.45,mungbean
28.0,56.37,18.23,26.96,89.44,7.03,62.27,mungbean
39.15,54.45,23.98,29.67,91.4,6.72,50.34,mungbean
35.97,60.79,22.65,29.12,93.24,7.28,60.31,mungbean
28.89,40.3,27.18,26.55,89.62,6.11,42.85,mungbean
25.92,57.86,24.71,24.45,94.5,6.82,44.28,mungbean
25.9,40.87,29.11,25.56,92.59,7.06,52.68,mungbean
26.69,46.43,29.03,32.88,85.97,7.17,45.2,mungbean
45.58,60.36,19.15,33.37,85.64,7.23,44.57,mungbean
28.25,51.63,18.35,25.16,87.75,6.43,69.15,mungbean
41.55,45.04,23.83,34.45,93.96,6.37,30.33,mungbean
43.54,49.76,18.88,29.29,87.86,6.72,66.73,mungbean
20.24,41.99,22.79,30.64,91.49,6.89,55.71,mungbean
35.79,48.97,24.87,31.37,92.01,7.09,36.75,mungbean
42.62,50.79,15.52,34.18,92.72,6.81,55.99,mungbean
41.0,56.56,15.94,28.25,92.49,7.19,49.45,mungbean
37.11,50.82,19.77,25.59,94.63,7.21,65.15,mungbean
38.35,43.15,22.55,29.38,95.07,7.05,74.51,mungbean
26.73,47.01,25.36,29.25,91.69,6.45,64.77,mungbean
32.75,57.69,17.97,33.55,91.14,6.45,37.04,mungbean
28.38,50.96,19.99,26.4,90.06,7.06,53.98,mungbean
42.42,40.17,14.35,25.92,87.95,6.71,62.49,mungbean
40.6,59.98,15.48,32.65,91.37,7.19,36.72,mungbean
39.87,48.7,19.83,25.53,93.08,7.31,44.11,mungbean
44.74,52.33,23.03,32.11,92.16,7.08,54.71,mungbean
26.06,51.88,26.47,26.27,89.01,6.21,76.83,mungbean
20.15,52.04,16.6,25.94,89.58,7.31,57.07,mungbean
41.09,49.08,18.84,30.13,91.27,6.38,37.76,mungbean
45.28,48.66,21.81,25.27,92.39,6.17,52.96,mungbean
30.93,45.19,25.64,30.42,89.3,6.73,46.81,mungbean
20.61,51.47,18.26,29.11,91.5,6.51,37.59,mungbean
33.59,53.52,26.26,29.39,90.54,7.22,30.35,mungbean
35.01,49.78,24.21,31.22,89.55,6.87,30.28,mungbean
43.64,44.56,17.52,24.95,91.21,7.46,75.42,mungbean
44.45,51.77,17.96,32.32,94.08,7.1,68.43,mungbean
27.13,45.53,15.55,30.87,86.44,6.52,60.44,mungbean
24.93,44.12,25.61,28.84,88.91,6.81,51.27,mungbean
27.83,47.3,29.8,33.85,92.13,6.31,39.22,mungbean
31.38,50.14,22.48,31.8,85.31,6.82,55.26,mungbean
34.56,54.72,21.65,32.96,85.67,6.61,31.61,mungbean
37.57,41.74,25.85,32.52,90.59,7.47,73.2,mungbean
25.03,51.19,18.82,32.42,85.73,6.05,47.64,mungbean
26.41,54.28,16.03,29.46,86.33,6.35,35.62,mungbean
28.35,45.76,26.22,28.3,88.12,7.14,74.46,mungbean
19.59,41.58,23.49,27.07,92.33,6.39,66.89,mungbean
39.17,55.3,22.19,34.15,87.18,6.3,39.36,mungbean
35.92,47.98,21.15,32.64,85.11,6.7,40.99,mungbean
34.02,57.33,25.69,35.11,94.16,7.33,71.38,mungbean
36.1,53.61,25.39,32.04,91.33,7.31,71.49,mungbean
23.67,52.18,29.21,29.67,94.12,6.99,51.94,mungbean
35.47,57.35,21.94,29.21,88.15,6.68,63.37,mungbean
41.02,42.64,23.25,34.54,91.42,6.16,59.33,mungbean
30.2,53.38,19.33,29.67,93.52,6.42,79.87,mungbean
31.22,47.41,22.16,32.29,90.63,7.21,48.46,mungbean
32.36,53.9,28.59,34.53,90.47,7.16,57.74,mungbean
42.21,51.01,24.37,33.03,91.61,7.47,50.66,mungbean
36.48,41.57,16.28,33.05,93.86,6.27,70.2,mungbean
26.7,53.74,24.24,33.33,88.01,7.1,62.85,mungbean
45.27,46.46,16.8,28.08,90.83,6.19,82.09,mungbean
30.84,41.65,29.41,26.38,88.66,7.23,61.15,mungbean
38.14,56.02,20.96,27.59,94.02,7.25,52.33,mungbean
28.37,50.35,18.04,27.6,88.63,6.71,32.17,mungbean
23.76,42.67,27.2,29.01,91.36,6.41,61.5,mungbean
23.6,43.14,29.71,32.83,87.89,7.05,46.02,mungbean
34.19,41.05,19.52,34.76,86.75,6.41,40.23,mungbean
25.99,56.49,20.02,34.39,91.74,6.86,41.89,mungbean
40.72,55.43,23.98,27.07,88.91,7.51,60.73,mungbean
41.56,59.49,20.65,28.33,85.94,7.24,41.64,mungbean
40.48,57.72,29.19,29.38,91.07,6.37,68.09,mungbean
22.74,48.62,20.17,26.59,93.02,6.92,77.06,mungbean
28.92,55.28,17.55,27.55,91.28,6.22,56.42,mungbean
34.93,48.3,18.05,31.13,85.07,7.09,41.33,mungbean
24.13,49.72,27.26,32.36,93.76,6.05,49.48,mungbean
45.32,77.1,26.37,34.34,69.74,5.83,68.83,blackgram
53.06,64.4,17.39,26.64,68.04,6.5,83.4,blackgram
46.91,71.51,19.43,29.66,74.28,6.98,88.32,blackgram
47.26,60.62,15.43,33.35,74.04,6.85,97.85,blackgram
40.33,69.74,27.67,30.73,70.63,5.34,61.51,blackgram
40.04,76.35,23.18,31.62,66.21,5.95,99.82,blackgram
33.85,66.14,26.51,25.85,67.62,6.29,64.91,blackgram
50.85,69.99,18.92,29.2,68.84,6.23,84.32,blackgram
42.01,74.46,20.1,33.32,69.63,5.4,57.71,blackgram
61.03,62.23,31.15,27.83,67.24,5.28,62.68,blackgram
46.68,66.91,22.25,25.61,72.87,6.4,97.84,blackgram
51.09,60.76,20.65,32.07,72.3,6.72,67.96,blackgram
31.76,76.14,29.58,34.19,72.75,6.39,61.15,blackgram
57.71,79.17,15.46,29.39,73.14,6.51,82.34,blackgram
58.97,62.34,18.39,28.53,64.86,5.42,75.03,blackgram
41.84,72.48,29.04,29.24,73.31,5.93,63.64,blackgram
42.13,68.38,28.75,25.91,74.95,6.56,57.84,blackgram
45.26,77.8,19.96,25.78,69.47,6.59,66.53,blackgram
55.73,73.94,19.41,28.45,68.07,5.6,71.01,blackgram
47.24,77.26,15.78,25.46,70.06,6.15,71.67,blackgram
56.44,73.41,22.09,26.44,70.61,6.3,58.47,blackgram
57.64,77.93,19.32,25.14,65.05,5.11,96.16,blackgram
44.3,65.17,15.93,28.56,65.39,5.27,84.95,blackgram
55.42,66.76,18.14,28.52,73.43,5.42,49.89,blackgram
49.33,76.64,16.61,27.35,72.88,4.99,83.42,blackgram
38.05,72.47,17.17,28.52,66.97,6.3,89.87,blackgram
36.89,78.67,18.59,32.57,70.68,5.04,71.98,blackgram
47.54,72.56,27.89,32.84,65.68,5.66,98.54,blackgram
44.31,69.02,17.16,33.36,71.33,7.05,58.85,blackgram
45.98,66.38,20.39,27.29,72.41,5.82,65.98,blackgram
56.28,65.02,15.22,29.12,70.42,5.09,51.2,blackgram
36.11,68.74,24.63,34.46,72.63,6.3,61.84,blackgram
46.22,62.37,26.11,28.94,69.47,6.55,65.8,blackgram
51.06,62.9,17.59,32.34,74.99,6.24,61.17,blackgram
49.0,75.53,17.85,27.98,67.99,5.43,73.28,blackgram
53.88,63.76,22.22,30.99,70.52,6.44,57.4,blackgram
46.6,77.19,16.03,30.72,68.04,6.2,87.68,blackgram
34.88,78.08,25.53,33.44,68.45,6.51,88.36,blackgram
60.99,72.29,18.89,32.93,74.3,5.86,56.14,blackgram
57.76,79.43,17.28,26.67,66.46,5.81,82.26,blackgram
34.43,71.62,21.2,33.06,66.38,6.36,93.1,blackgram
58.39,74.23,20.88,27.86,71.16,5.43,64.63,blackgram
44.11,73.81,18.74,25.12,71.74,6.43,65.63,blackgram
46.03,65.9,20.23,31.8,66.82,5.59,75.74,blackgram
59.08,75.38,26.66,31.59,69.61,6.58,50.28,blackgram
47.94,77.26,22.08,26.78,72.25,6.7,53.41,blackgram
45.21,75.06,19.96,30.81,74.42,5.37,85.61,blackgram
30.67,67.44,26.6,33.75,73.5,6.25,72.18,blackgram
39.15,73.03,29.01,29.69,71.47,6.16,89.12,blackgram
43.13,71.0,26.82,26.74,68.16,5.71,49.11,blackgram
33.99,71.14,25.48,33.61,69.78,5.86,74.69,blackgram
29.55,68.06,23.42,26.75,66.71,6.29,90.47,blackgram
29.29,62.74,17.37,30.88,69.79,6.25,89.87,blackgram
36.38,75.37,23.52,34.24,67.81,5.79,72.05,blackgram
47.22,74.54,22.55,31.03,68.86,5.66,82.8,blackgram
34.98,59.98,19.93,31.04,72.13,6.7,84.59,blackgram
57.48,66.21,25.39,34.15,66.68,6.45,92.23,blackgram
52.19,74.33,20.66,25.27,69.71,5.56,72.04,blackgram
42.0,60.03,16.23,27.9,66.57,5.09,97.15,blackgram
38.5,76.51,18.74,25.99,71.88,5.89,99.64,blackgram
38.77,64.88,21.77,31.34,69.26,6.33,66.13,blackgram
55.62,69.49,20.87,34.27,66.59,5.75,89.98,blackgram
58.7,61.79,16.58,30.55,68.28,6.6,71.83,blackgram
56.75,61.28,23.38,33.11,68.34,5.53,87.92,blackgram
39.97,67.4,28.11,25.38,72.37,6.58,78.62,blackgram
46.79,68.93,26.08,31.91,70.99,5.31,72.88,blackgram
54.72,73.12,27.23,29.81,66.22,5.51,68.93,blackgram
51.93,63.59,18.78,30.89,71.91,6.69,75.44,blackgram
40.0,79.35,24.55,29.92,73.23,5.3,69.76,blackgram
50.1,67.18,28.58,28.24,71.28,6.07,80.35,blackgram
54.9,75.93,21.23,28.3,75.1,6.72,97.29,blackgram
50.61,73.2,21.14,26.91,72.5,6.23,48.18,blackgram
52.45,76.37,21.43,34.87,73.17,5.15,62.19,blackgram
44.11,69.25,27.88,25.87,72.85,6.51,75.06,blackgram
55.04,73.23,18.0,26.84,72.93,5.63,57.37,blackgram
34.59,66.73,21.76,31.07,73.51,5.43,69.75,blackgram
46.63,73.3,17.47,28.77,66.86,5.41,90.12,blackgram
58.32,72.37,16.54,28.15,69.78,5.5,69.28,blackgram
32.75,68.89,25.26,33.63,70.2,6.83,78.35,blackgram
54.42,80.05,27.86,27.83,70.7,6.31,50.85,blackgram
29.57,71.43,26.73,33.02,65.75,6.75,82.74,blackgram
33.69,67.98,21.89,27.67,70.2,6.78,96.91,blackgram
60.32,64.98,21.33,27.81,70.65,5.53,76.12,blackgram
39.91,67.9,23.43,31.52,66.54,5.99,83.44,blackgram
31.08,79.51,27.93,28.62,72.56,5.32,73.81,blackgram
47.84,64.1,20.71,32.1,66.57,5.23,60.5,blackgram
57.5,69.7,15.83,29.82,73.89,6.81,72.23,blackgram
38.95,79.16,21.27,29.96,71.1,5.75,79.39,blackgram
52.68,66.38,17.18,25.76,69.23,5.08,58.96,blackgram
44.42,74.26,26.66,27.76,69.48,6.91,54.91,blackgram
51.41,76.5,23.68,26.79,65.64,6.39,60.76,blackgram
53.96,64.46,20.33,32.66,64.9,6.66,65.07,blackgram
46.84,71.35,18.54,31.83,69.03,5.86,77.89,blackgram
57.46,62.81,22.45,28.84,72.35,6.65,77.3,blackgram
35.02,73.33,17.48,25.1,74.67,7.0,84.19,blackgram
30.58,67.34,20.64,28.97,71.0,5.19,66.19,blackgram
58.7,79.57,21.05,26.96,68.27,6.22,82.89,blackgram
44.17,66.82,20.84,27.04,72.65,6.07,76.95,blackgram
31.77,72.23,29.67,29.23,66.69,6.08,67.4,blackgram
39.2,78.39,22.97,31.52,69.18,6.93,61.64,blackgram
52.12,71.97,25.98,31.39,68.74,5.78,86.09,blackgram
46.05,69.36,23.98,31.95,66.19,5.49,50.65,blackgram
45.04,74.65,19.1,31.13,73.2,6.18,61.22,blackgram
56.28,73.46,22.05,33.0,74.44,5.11,78.55,blackgram
39.74,77.95,27.47,29.3,75.15,6.91,73.07,blackgram
37.26,70.36,24.46,25.56,73.3,5.95,84.37,blackgram
53.68,78.71,25.1,32.32,72.77,5.48,70.05,blackgram
50.88,77.81,19.51,30.97,65.28,6.7,90.52,blackgram
47.76,61.21,20.28,26.66,67.62,5.54,89.4,blackgram
39.64,62.5,23.65,29.34,70.53,6.27,70.25,blackgram
59.85,79.35,29.35,27.33,69.21,5.96,74.42,blackgram
39.73,71.32,21.87,30.37,70.84,5.28,61.55,blackgram
45.51,70.47,24.96,32.15,70.71,6.58,95.08,blackgram
50.7,74.57,17.71,32.36,68.47,7.02,81.32,blackgram
52.79,63.3,16.47,27.03,70.48,5.56,82.38,blackgram
52.06,69.1,24.02,25.2,66.39,6.29,57.16,blackgram
30.77,75.87,21.77,33.71,71.29,5.93,51.82,blackgram
30.38,77.27,19.41,29.49,67.84,5.17,96.82,blackgram
45.26,68.54,29.61,28.47,65.41,5.88,83.03,blackgram
48.5,77.72,26.16,32.57,72.14,6.67,77.83,blackgram
37.28,63.46,28.1,25.47,72.25,6.22,59.41,blackgram
33.48,70.4,28.05,26.56,69.44,6.82,67.51,blackgram
44.76,68.39,22.89,33.44,71.2,6.95,85.0,blackgram
48.25,60.71,25.03,26.51,67.8,6.89,77.99,blackgram
52.14,76.74,22.87,28.08,71.35,6.49,61.91,blackgram
51.81,63.18,29.48,26.92,71.88,5.46,78.9,blackgram
46.76,75.3,28.07,29.68,70.26,5.56,54.05,blackgram
31.99,60.52,20.79,33.05,66.69,6.09,96.1,blackgram
42.61,65.73,20.83,26.0,69.94,6.78,54.25,blackgram
43.24,67.79,25.75,31.79,69.95,6.39,92.02,blackgram
42.02,61.95,27.6,25.28,74.71,5.92,99.2,blackgram
34.31,78.15,15.91,27.37,69.61,6.04,71.53,blackgram
57.47,71.36,18.29,25.96,73.93,6.32,90.57,blackgram
37.66,67.02,29.59,30.75,74.69,6.91,62.89,blackgram
54.1,75.44,27.06,25.43,66.19,6.19,66.74,blackgram
51.94,66.55,25.68,28.48,65.32,6.11,77.43,blackgram
43.19,67.27,15.48,30.03,68.8,6.73,58.46,blackgram
32.99,69.87,18.23,28.45,73.49,5.48,86.04,blackgram
46.41,65.81,21.16,31.01,65.33,6.86,80.45,blackgram
55.43,68.06,24.85,26.51,68.49,6.66,60.27,blackgram
47.46,78.43,18.63,30.53,71.26,6.46,92.77,blackgram
48.28,61.95,25.86,34.28,65.51,7.02,58.59,blackgram
54.95,70.51,24.45,25.78,72.75,6.06,81.96,blackgram
31.27,77.18,26.49,26.17,67.76,5.32,54.73,blackgram
42.38,65.46,28.7,26.33,74.59,6.55,51.58,blackgram
53.51,65.54,27.15,34.19,67.03,6.52,94.38,blackgram
41.81,64.38,19.96,31.54,69.08,6.61,94.11,blackgram
34.28,75.16,28.43,32.47,68.97,5.62,91.25,blackgram
33.72,74.23,24.52,33.71,65.98,5.42,80.55,blackgram
59.11,76.01,27.85,24.98,66.75,6.63,95.96,blackgram
51.6,62.95,19.03,27.59,73.56,5.26,59.34,blackgram
41.65,71.38,24.87,24.86,70.12,5.54,89.87,blackgram
59.58,79.15,20.2,28.1,66.89,6.46,74.0,blackgram
41.86,72.95,19.59,27.63,69.11,5.72,69.55,blackgram
34.02,74.6,22.15,25.52,74.07,6.79,80.41,blackgram
34.9,70.31,28.51,34.19,69.13,6.91,55.43,blackgram
32.49,64.35,20.18,27.26,69.22,6.73,92.9,blackgram
40.51,62.92,23.94,34.11,72.13,6.55,55.82,blackgram
41.66,61.71,17.93,33.29,74.04,6.67,97.93,blackgram
38.36,79.4,20.73,25.44,65.47,6.71,68.39,blackgram
45.55,71.42,19.41,31.8,66.77,5.71,86.91,blackgram
42.96,60.89,27.71,28.62,74.8,6.12,76.64,blackgram
48.76,59.83,16.2,34.67,74.11,5.72,59.7,blackgram
52.03,63.3,23.49,30.75,73.31,5.04,76.36,blackgram
45.94,74.69,19.62,31.27,75.15,5.04,59.56,blackgram
52.63,67.64,24.87,25.09,68.83,5.82,99.69,blackgram
32.13,74.15,16.91,31.27,72.16,5.06,95.94,blackgram
37.23,64.49,24.68,25.84,71.01,6.49,79.35,blackgram
49.37,62.92,20.09,33.1,71.82,5.56,51.74,blackgram
50.71,78.94,25.03,31.81,74.19,4.94,73.21,blackgram
60.15,79.05,25.21,31.54,70.26,6.92,61.47,blackgram
50.67,65.63,24.77,32.6,71.89,6.03,83.6,blackgram
55.72,69.33,24.08,32.53,70.79,5.7,52.03,blackgram
46.64,73.19,29.04,26.66,74.09,5.17,86.96,blackgram
31.32,74.97,26.73,33.55,69.39,6.49,73.0,blackgram
41.55,72.9,26.49,34.42,74.61,6.08,86.09,blackgram
47.67,74.34,29.48,30.17,72.1,6.89,51.97,blackgram
46.92,62.85,28.48,27.53,68.63,6.85,92.72,blackgram
44.57,72.89,18.05,30.68,72.53,6.86,65.58,blackgram
46.37,71.63,22.8,31.34,66.86,5.19,74.26,blackgram
46.42,76.81,16.27,33.69,67.5,5.92,87.04,blackgram
58.68,74.63,22.11,25.23,73.73,5.79,71.77,blackgram
53.4,69.97,25.88,31.83,73.33,5.94,55.57,blackgram
29.67,65.86,25.98,32.98,67.0,6.09,96.86,blackgram
49.01,67.01,20.07,29.69,67.22,6.86,91.85,blackgram
31.98,70.15,27.01,31.73,72.2,6.2,60.58,blackgram
31.25,68.27,20.21,28.26,71.91,5.84,94.32,blackgram
41.35,62.75,24.05,29.15,72.51,5.45,62.53,blackgram
53.48,67.13,15.14,27.13,71.01,5.48,75.01,blackgram
38.25,76.45,28.31,27.3,71.41,6.86,91.08,blackgram
31.88,62.05,21.55,32.14,72.5,6.0,88.8,blackgram
49.06,67.72,17.47,27.39,73.33,5.21,55.56,blackgram
50.51,64.62,15.23,32.0,70.89,6.62,78.54,blackgram
49.1,66.77,24.05,32.34,71.92,5.39,88.3,blackgram
45.58,61.82,27.53,32.19,65.31,5.92,54.49,blackgram
32.19,75.23,26.76,34.29,74.68,5.73,88.82,blackgram
33.27,75.82,20.63,28.27,75.07,5.64,79.15,blackgram
45.15,69.77,25.23,28.24,66.27,6.54,95.21,blackgram
29.98,78.19,18.01,26.16,65.4,5.21,82.76,blackgram
33.78,67.0,24.32,29.68,69.39,5.72,81.36,blackgram
16.51,51.73,18.92,24.21,42.86,5.95,104.98,pigeonpeas
33.7,73.29,25.8,23.56,43.68,6.89,147.59,pigeonpeas
33.66,51.32,22.41,25.29,43.18,6.94,180.15,pigeonpeas
33.15,77.32,29.87,22.73,42.79,6.45,146.1,pigeonpeas
19.21,59.61,17.04,21.77,41.53,6.29,140.2,pigeonpeas
21.32,68.12,19.23,26.02,49.22,5.65,180.5,pigeonpeas
31.36,74.8,17.37,22.68,48.61,5.21,175.51,pigeonpeas
34.07,70.94,17.43,19.33,47.91,5.01,129.66,pigeonpeas
34.1,70.82,15.58,19.78,40.44,6.33,169.65,pigeonpeas
19.44,53.02,25.54,19.35,39.72,5.58,110.18,pigeonpeas
22.98,71.75,29.66,18.72,44.02,5.93,141.21,pigeonpeas
28.08,56.97,16.25,21.73,45.57,5.76,120.78,pigeonpeas
25.02,65.4,17.99,23.0,43.47,6.06,105.17,pigeonpeas
32.96,53.57,21.11,24.48,42.93,6.38,167.15,pigeonpeas
34.69,58.58,16.98,22.97,47.2,6.58,170.03,pigeonpeas
22.31,73.97,16.39,20.44,43.8,6.18,180.71,pigeonpeas
15.19,60.92,25.83,25.63,41.71,7.0,201.22,pigeonpeas
34.0,78.18,21.09,23.11,46.53,5.34,134.02,pigeonpeas
23.51,50.03,21.86,20.39,46.28,6.65,185.51,pigeonpeas
22.83,53.17,23.47,22.49,42.42,5.04,139.95,pigeonpeas
32.32,74.41,24.67,19.57,42.39,5.76,171.79,pigeonpeas
27.15,67.29,27.88,18.69,47.89,6.08,200.09,pigeonpeas
32.04,72.65,16.19,21.07,42.79,5.75,107.81,pigeonpeas
21.17,64.9,29.67,26.83,49.39,5.1,102.53,pigeonpeas
20.75,54.47,25.77,19.44,44.75,5.25,178.26,pigeonpeas
17.06,76.4,18.65,19.32,41.46,6.95,131.04,pigeonpeas
32.31,74.35,16.67,19.93,43.02,5.56,150.77,pigeonpeas
32.01,76.28,19.44,21.13,40.69,6.8,171.58,pigeonpeas
16.96,60.74,14.96,21.07,45.61,6.08,105.61,pigeonpeas
28.86,57.85,17.0,20.32,45.87,5.75,159.52,pigeonpeas
24.82,67.58,19.84,19.38,49.34,5.95,194.18,pigeonpeas
33.22,67.8,23.5,24.67,44.06,5.5,127.69,pigeonpeas
26.05,56.59,18.79,24.99,41.55,6.71,155.52,pigeonpeas
21.0,51.98,30.45,22.68,50.09,5.6,153.53,pigeonpeas
30.8,65.2,16.1,25.36,43.7,6.54,188.91,pigeonpeas
30.88,63.9,17.93,25.95,48.4,5.61,180.88,pigeonpeas
18.89,65.33,27.01,26.29,42.99,5.13,159.76,pigeonpeas
29.62,52.98,29.81,22.78,41.17,6.62,165.56,pigeonpeas
22.66,67.12,19.72,25.91,43.85,5.41,180.27,pigeonpeas
24.69,79.73,26.82,24.05,46.43,6.93,109.29,pigeonpeas
20.37,59.75,20.6,23.1,49.27,6.45,159.59,pigeonpeas
21.48,67.08,16.55,23.11,43.5,5.33,144.4,pigeonpeas
22.41,55.96,27.45,20.29,49.31,5.36,198.53,pigeonpeas
17.55,66.26,18.61,24.43,47.11,5.27,161.62,pigeonpeas
14.95,51.88,24.41,24.61,49.67,6.0,110.34,pigeonpeas
31.52,54.6,27.06,19.45,46.9,5.11,166.91,pigeonpeas
34.05,52.58,26.71,25.76,40.61,6.16,142.19,pigeonpeas
20.84,58.37,16.12,26.96,46.72,5.67,166.78,pigeonpeas
21.11,59.34,25.98,21.98,48.14,6.4,140.17,pigeonpeas
19.14,63.46,22.63,22.57,45.11,5.25,119.61,pigeonpeas
28.2,61.62,28.05,27.09,43.14,5.21,115.59,pigeonpeas
30.84,58.37,16.11,23.62,46.14,6.88,122.46,pigeonpeas
17.6,61.76,17.14,26.77,40.8,6.57,164.82,pigeonpeas
21.03,63.61,22.89,20.94,42.4,5.34,105.25,pigeonpeas
27.78,73.81,29.22,21.78,47.3,6.17,193.28,pigeonpeas
17.32,50.45,26.04,19.04,40.19,6.18,99.76,pigeonpeas
21.28,61.46,15.03,18.08,49.07,6.69,181.48,pigeonpeas
21.42,73.28,23.66,20.56,47.59,6.74,184.45,pigeonpeas
21.5,75.25,30.23,26.59,42.42,5.91,175.8,pigeonpeas
24.47,72.25,19.31,18.77,48.01,5.3,105.1,pigeonpeas
23.13,61.81,20.31,25.57,43.19,6.81,189.07,pigeonpeas
30.23,73.69,16.86,23.54,46.93,5.27,130.76,pigeonpeas
32.23,63.95,27.76,27.14,48.5,6.39,154.47,pigeonpeas
15.86,64.63,28.62,24.64,46.54,5.58,137.17,pigeonpeas
